"county","year","total_cases","total_deaths"
"Gem",2021,2971,72
"Gem",2022,3681,79
"Genesee",2020,24386,649
"Genesee",2021,82399,1504
"Genesee",2022,117996,1907
"Geneva",2020,1691,20
"Geneva",2021,4760,137
"Geneva",2022,6494,164
"Gentry",2020,614,16
"Gentry",2021,1693,28
"Gentry",2022,2172,31
"George",2020,1740,35
"George",2021,5181,80
"George",2022,7163,87
"Georgetown",2020,3930,79
"Georgetown",2021,10421,190
"Georgetown",2022,15958,227
"Gibson",2020,8095,147
"Gibson",2021,19114,339
"Gibson",2022,29195,405
"Gila",2020,4552,136
"Gila",2021,12274,311
"Gila",2022,17398,381
"Gilchrist",2020,1014,23
"Gilchrist",2021,3241,70
"Gilchrist",2022,4562,93
"Giles",2020,3286,62
"Giles",2021,9075,188
"Giles",2022,13563,240
"Gillespie",2020,1426,22
"Gillespie",2021,3792,84
"Gillespie",2022,5426,109
"Gilliam",2020,37,1
"Gilliam",2021,197,4
"Gilliam",2022,284,5
"Gilmer",2020,2281,39
"Gilmer",2021,6699,157
"Gilmer",2022,9061,197
"Gilpin",2020,125,1
"Gilpin",2021,616,3
"Gilpin",2022,977,4
"Glacier",2020,1324,23
"Glacier",2021,2505,63
"Glacier",2022,3978,74
"Glades",2020,769,11
"Glades",2021,1504,34
"Glades",2022,1995,36
"Gladwin",2020,1184,32
"Gladwin",2021,4148,95
"Gladwin",2022,5632,114
"Glascock",2020,179,4
"Glascock",2021,439,21
"Glascock",2022,610,25
"Glasscock",2020,91,1
"Glasscock",2021,163,3
"Glasscock",2022,199,3
"Glenn",2020,1484,14
"Glenn",2021,4725,54
"Glenn",2022,6631,67
"Gloucester",2020,15176,404
"Gloucester",2021,54710,870
"Gloucester",2022,79395,1072
"Glynn",2020,5322,135
"Glynn",2021,16083,345
"Glynn",2022,23341,405
"Gogebic",2020,1002,38
"Gogebic",2021,2330,62
"Gogebic",2022,3296,69
"Golden Valley",2020,244,0
"Golden Valley",2021,514,9
"Golden Valley",2022,626,9
"Goliad",2020,282,8
"Goliad",2021,681,28
"Goliad",2022,1216,32
"Gonzales",2020,1640,25
"Gonzales",2021,3643,88
"Gonzales",2022,4736,99
"Goochland",2020,621,7
"Goochland",2021,2569,35
"Goochland",2022,4153,53
"Goodhue",2020,3059,42
"Goodhue",2021,9243,109
"Goodhue",2022,13600,136
"Gooding",2020,1147,17
"Gooding",2021,2431,44
"Gooding",2022,3297,55
"Gordon",2020,4962,66
"Gordon",2021,12296,208
"Gordon",2022,16793,270
"Goshen",2020,1010,17
"Goshen",2021,2717,52
"Goshen",2022,3646,57
"Gosper",2020,159,3
"Gosper",2021,294,7
"Gosper",2022,381,7
"Gove",2020,335,20
"Gove",2021,625,23
"Gove",2022,790,23
"Grady",2020,5189,69
"Grady",2021,12905,293
"Grady",2022,19568,359
"Grafton",2020,1127,9
"Grafton",2021,9454,47
"Grafton",2022,19227,68
"Graham",2020,3888,64
"Graham",2021,10844,198
"Graham",2022,14933,223
"Grainger",2020,1768,26
"Grainger",2021,4797,91
"Grainger",2022,6793,109
"Grand",2020,1116,5
"Grand",2021,4278,26
"Grand",2022,5950,34
"Grand Forks",2020,9255,66
"Grand Forks",2021,15146,104
"Grand Forks",2022,22468,125
"Grand Isle",2020,61,0
"Grand Isle",2021,553,3
"Grand Isle",2022,1132,5
"Grand Traverse",2020,3042,46
"Grand Traverse",2021,12257,180
"Grand Traverse",2022,17858,236
"Granite",2020,162,2
"Granite",2021,409,6
"Granite",2022,537,9
"Grant",2020,25403,433
"Grant",2021,68394,1038
"Grant",2022,95403,1274
"Granville",2020,3570,63
"Granville",2021,9195,107
"Granville",2022,14536,115
"Gratiot",2020,4148,71
"Gratiot",2021,10850,164
"Gratiot",2022,13864,191
"Graves",2020,2632,47
"Graves",2021,7978,139
"Graves",2022,11355,181
"Gray",2020,2213,40
"Gray",2021,5344,118
"Gray",2022,7431,148
"Grays Harbor",2020,2220,26
"Grays Harbor",2021,10285,155
"Grays Harbor",2022,16620,198
"Grayson",2020,8727,234
"Grayson",2021,25106,698
"Grayson",2022,39239,853
"Greeley",2020,273,2
"Greeley",2021,554,5
"Greeley",2022,749,5
"Green",2020,3218,24
"Green",2021,8973,84
"Green",2022,13289,99
"Green Lake",2020,1736,13
"Green Lake",2021,3807,49
"Green Lake",2022,5268,64
"Greenbrier",2020,1521,35
"Greenbrier",2021,5828,119
"Greenbrier",2022,9763,160
"Greene",2020,52905,811
"Greene",2021,138044,2307
"Greene",2022,197239,2874
"Greenlee",2020,403,4
"Greenlee",2021,1498,27
"Greenlee",2022,2226,33
"Greensville",2020,1019,16
"Greensville",2021,2076,30
"Greensville",2022,3341,40
"Greenup",2020,2275,19
"Greenup",2021,7618,110
"Greenup",2022,12124,145
"Greenville",2020,37327,502
"Greenville",2021,114621,1565
"Greenville",2022,173338,2008
"Greenwood",2020,4719,95
"Greenwood",2021,14921,260
"Greenwood",2022,24414,328
"Greer",2020,379,9
"Greer",2021,840,27
"Greer",2022,1296,37
"Gregg",2020,6923,172
"Gregg",2021,19691,587
"Gregg",2022,23237,687
"Gregory",2020,482,26
"Gregory",2021,850,33
"Gregory",2022,1065,34
"Grenada",2020,1978,62
"Grenada",2021,3980,111
"Grenada",2022,5533,131
"Griggs",2020,303,2
"Griggs",2021,461,2
"Griggs",2022,583,2
"Grimes",2020,1807,44
"Grimes",2021,5533,110
"Grimes",2022,8511,120
"Grundy",2020,6836,106
"Grundy",2021,16665,264
"Grundy",2022,22126,326
"Guadalupe",2020,7503,112
"Guadalupe",2021,26805,363
"Guadalupe",2022,39843,415
"Guanica",2020,226,0
"Guanica",2021,672,0
"Guanica",2022,1805,0
"Guayama",2020,672,0
"Guayama",2021,2160,0
"Guayama",2022,6344,0
"Guayanilla",2020,350,0
"Guayanilla",2021,935,0
"Guayanilla",2022,2808,0
"Guaynabo",2020,3611,0
"Guaynabo",2021,9930,0
"Guaynabo",2022,18499,0
"Guernsey",2020,2019,22
"Guernsey",2021,7802,100
"Guernsey",2022,10567,151
"Guilford",2020,24500,312
"Guilford",2021,77557,947
"Guilford",2022,121303,1208
"Gulf",2020,1333,27
"Gulf",2021,3036,65
"Gulf",2022,4292,79
"Gunnison",2020,714,6
"Gunnison",2021,2163,13
"Gunnison",2022,3407,14
"Gurabo",2020,1462,0
"Gurabo",2021,4231,0
"Gurabo",2022,8681,0
"Guthrie",2020,957,23
"Guthrie",2021,1835,40
"Guthrie",2022,2372,46
"Gwinnett",2020,58601,604
"Gwinnett",2021,152664,1580
"Gwinnett",2022,210364,1886
"Haakon",2020,233,7
"Haakon",2021,354,11
"Haakon",2022,452,12
"Habersham",2020,3858,93
"Habersham",2021,8054,221
"Habersham",2022,10192,264
"Haines Borough",2020,20,0
"Haines Borough",2021,252,1
"Haines Borough",2022,624,1
"Hale",2020,6620,159
"Hale",2021,11677,294
"Hale",2022,11312,351
"Halifax",2020,4059,85
"Halifax",2021,13277,273
"Halifax",2022,21252,346
"Hall",2020,24768,340
"Hall",2021,53801,835
"Hall",2022,71809,1008
"Hamblen",2020,5862,86
"Hamblen",2021,14070,288
"Hamblen",2022,19740,353
"Hamilton",2020,110514,1066
"Hamilton",2021,272241,3281
"Hamilton",2022,390711,4108
"Hamlin",2020,606,34
"Hamlin",2021,1212,40
"Hamlin",2022,1508,41
"Hampden",2020,26282,1046
"Hampden",2021,87947,1757
"Hampden",2022,139047,1804
"Hampshire",2020,4847,212
"Hampshire",2021,20112,405
"Hampshire",2022,36743,431
"Hampton",2020,1099,36
"Hampton",2021,3267,75
"Hampton",2022,5024,86
"Hampton city",2020,4421,48
"Hampton city",2021,17525,256
"Hampton city",2022,28527,330
"Hancock",2020,18357,395
"Hancock",2021,55629,952
"Hancock",2022,78605,1173
"Hand",2020,312,2
"Hand",2021,440,8
"Hand",2022,562,12
"Hanover",2020,3910,74
"Hanover",2021,14552,208
"Hanover",2022,22386,286
"Hansford",2020,617,13
"Hansford",2021,1277,27
"Hansford",2022,1929,29
"Hanson",2020,311,3
"Hanson",2021,509,5
"Hanson",2022,655,6
"Haralson",2020,1889,38
"Haralson",2021,4165,131
"Haralson",2022,5452,173
"Hardee",2020,2110,20
"Hardee",2021,6298,103
"Hardee",2022,8696,124
"Hardeman",2020,3087,49
"Hardeman",2021,5925,110
"Hardeman",2022,8162,135
"Hardin",2020,15439,192
"Hardin",2021,46783,860
"Hardin",2022,65958,1070
"Harding",2020,97,1
"Harding",2021,228,7
"Harding",2022,286,7
"Hardy",2020,799,8
"Hardy",2021,2966,40
"Hardy",2022,4202,49
"Harford",2020,8664,168
"Harford",2021,26489,407
"Harford",2022,39423,582
"Harlan",2020,1717,18
"Harlan",2021,6619,162
"Harlan",2022,9570,214
"Harmon",2020,201,0
"Harmon",2021,404,9
"Harmon",2022,522,12
"Harnett",2020,5958,94
"Harnett",2021,20541,279
"Harnett",2022,33797,339
"Harney",2020,137,2
"Harney",2021,1254,34
"Harney",2022,1617,38
"Harper",2020,779,18
"Harper",2021,1843,35
"Harper",2022,2368,39
"Harris",2020,241139,3446
"Harris",2021,656129,9836
"Harris",2022,1038876,11085
"Harrison",2020,22636,357
"Harrison",2021,77234,1288
"Harrison",2022,113173,1561
"Harrisonburg city",2020,4405,44
"Harrisonburg city",2021,9119,116
"Harrisonburg city",2022,13492,160
"Hart",2020,2801,42
"Hart",2021,7762,153
"Hart",2022,10327,201
"Hartford",2020,46680,1852
"Hartford",2021,124545,2696
"Hartford",2022,187284,3157
"Hartley",2020,317,2
"Hartley",2021,1000,2
"Hartley",2022,1364,3
"Harvey",2020,2707,27
"Harvey",2021,6383,105
"Harvey",2022,9636,124
"Haskell",2020,1557,19
"Haskell",2021,3335,78
"Haskell",2022,4657,91
"Hatillo",2020,886,0
"Hatillo",2021,2527,0
"Hatillo",2022,6305,0
"Hawaii",2020,1922,45
"Hawaii",2021,13312,153
"Hawaii",2022,28425,190
"Hawkins",2020,3631,56
"Hawkins",2021,11519,240
"Hawkins",2022,16702,321
"Hayes",2020,55,0
"Hayes",2021,93,0
"Hayes",2022,96,0
"Hays",2020,11874,126
"Hays",2021,37439,414
"Hays",2022,60893,498
"Haywood",2020,4305,97
"Haywood",2021,12650,245
"Haywood",2022,19366,323
"Heard",2020,589,11
"Heard",2021,1636,43
"Heard",2022,2181,54
"Hemphill",2020,353,1
"Hemphill",2021,817,3
"Hemphill",2022,1239,7
"Hempstead",2020,1240,11
"Hempstead",2021,3243,49
"Hempstead",2022,4571,68
"Henderson",2020,15452,275
"Henderson",2021,43902,865
"Henderson",2022,64982,1096
"Hendricks",2020,11709,235
"Hendricks",2021,29233,440
"Hendricks",2022,41062,554
"Hendry",2020,3291,49
"Hendry",2021,8452,143
"Hendry",2022,11773,160
"Hennepin",2020,86273,1382
"Hennepin",2021,203703,2179
"Hennepin",2022,312909,2593
"Henrico",2020,12573,294
"Henrico",2021,42631,749
"Henrico",2022,67513,934
"Henry",2020,34541,474
"Henry",2021,97094,1491
"Henry",2022,132043,1892
"Herkimer",2020,2230,24
"Herkimer",2021,10246,160
"Herkimer",2022,14827,193
"Hernando",2020,7336,278
"Hernando",2021,30097,934
"Hernando",2022,42396,1095
"Hertford",2020,1349,48
"Hertford",2021,3070,73
"Hertford",2022,4779,84
"Hettinger",2020,269,4
"Hettinger",2021,562,7
"Hettinger",2022,828,8
"Hickman",2020,2152,31
"Hickman",2021,5638,114
"Hickman",2022,7729,137
"Hickory",2020,435,9
"Hickory",2021,1359,45
"Hickory",2022,1838,56
"Hidalgo",2020,51066,2209
"Hidalgo",2021,121382,3540
"Hidalgo",2022,208393,3924
"Highland",2020,2160,18
"Highland",2021,7846,141
"Highland",2022,11062,191
"Highlands",2020,4975,204
"Highlands",2021,16972,569
"Highlands",2022,24304,686
"Hill",2020,3868,68
"Hill",2021,9479,245
"Hill",2022,13565,265
"Hillsborough",2020,94742,1506
"Hillsborough",2021,333685,3906
"Hillsborough",2022,481722,4709
"Hillsdale",2020,2588,57
"Hillsdale",2021,8229,173
"Hillsdale",2022,10453,203
"Hinds",2020,14118,272
"Hinds",2021,36307,654
"Hinds",2022,52682,791
"Hinsdale",2020,14,0
"Hinsdale",2021,70,0
"Hinsdale",2022,131,0
"Hitchcock",2020,176,2
"Hitchcock",2021,438,5
"Hitchcock",2022,544,8
"Hocking",2020,1381,22
"Hocking",2021,4709,96
"Hocking",2022,6731,123
"Hockley",2020,1906,79
"Hockley",2021,4668,141
"Hockley",2022,7750,161
"Hodgeman",2020,162,4
"Hodgeman",2021,296,10
"Hodgeman",2022,411,10
"Hoke",2020,2758,35
"Hoke",2021,8174,90
"Hoke",2022,15074,116
"Holmes",2020,5242,152
"Holmes",2021,11148,319
"Holmes",2022,15019,373
"Holt",2020,1003,22
"Holt",2021,2412,40
"Holt",2022,3239,50
"Honolulu",2020,18235,224
"Honolulu",2021,82169,805
"Honolulu",2022,178469,1063
"Hood",2020,3959,72
"Hood",2021,10261,216
"Hood",2022,13472,274
"Hood River",2020,827,16
"Hood River",2021,2304,38
"Hood River",2022,3698,44
"Hooker",2020,47,2
"Hooker",2021,98,3
"Hooker",2022,113,5
"Hopewell city",2020,889,10
"Hopewell city",2021,4160,97
"Hopewell city",2022,6141,118
"Hopkins",2020,4931,173
"Hopkins",2021,15914,373
"Hopkins",2022,22239,435
"Hormigueros",2020,348,0
"Hormigueros",2021,1019,0
"Hormigueros",2022,2477,0
"Horry",2020,20336,317
"Horry",2021,67157,932
"Horry",2022,97534,1159
"Hot Spring",2020,3661,56
"Hot Spring",2021,8224,113
"Hot Spring",2022,11237,136
"Hot Springs",2020,231,1
"Hot Springs",2021,901,11
"Hot Springs",2022,1159,16
"Houghton",2020,1974,32
"Houghton",2021,5668,73
"Houghton",2022,7982,92
"Houston",2020,18696,252
"Houston",2021,54096,1018
"Houston",2022,77175,1198
"Howard",2020,24962,423
"Howard",2021,60556,900
"Howard",2022,88101,1141
"Howell",2020,2343,37
"Howell",2021,6551,175
"Howell",2022,9185,215
"Hubbard",2020,1396,37
"Hubbard",2021,3805,51
"Hubbard",2022,5010,59
"Hudson",2020,44673,1707
"Hudson",2021,123593,2449
"Hudson",2022,179135,2721
"Hudspeth",2020,448,8
"Hudspeth",2021,631,14
"Hudspeth",2022,989,18
"Huerfano",2020,276,18
"Huerfano",2021,937,27
"Huerfano",2022,1452,35
"Hughes",2020,2851,34
"Hughes",2021,5421,101
"Hughes",2022,6921,120
"Humacao",2020,1339,0
"Humacao",2021,4344,0
"Humacao",2022,9262,0
"Humboldt",2020,3560,50
"Humboldt",2021,16567,198
"Humboldt",2022,26095,238
"Humphreys",2020,1906,34
"Humphreys",2021,4915,98
"Humphreys",2022,6885,120
"Hunt",2020,3666,84
"Hunt",2021,11567,317
"Hunt",2022,15811,363
"Hunterdon",2020,3853,139
"Hunterdon",2021,16697,201
"Hunterdon",2022,26017,275
"Huntingdon",2020,3102,87
"Huntingdon",2021,8519,203
"Huntingdon",2022,11594,249
"Huntington",2020,2480,45
"Huntington",2021,8591,126
"Huntington",2022,11572,157
"Huron",2020,4912,79
"Huron",2021,17656,296
"Huron",2022,22764,367
"Hutchinson",2020,1893,65
"Hutchinson",2021,5750,137
"Hutchinson",2022,8488,171
"Hyde",2020,458,6
"Hyde",2021,1128,17
"Hyde",2022,1647,21
"Iberia",2020,4840,120
"Iberia",2021,13547,231
"Iberia",2022,19149,263
"Iberville",2020,2683,73
"Iberville",2021,6253,129
"Iberville",2022,9023,153
"Ida",2020,699,29
"Ida",2021,1435,42
"Ida",2022,1831,49
"Idaho",2020,1049,15
"Idaho",2021,2400,42
"Idaho",2022,2998,52
"Imperial",2020,22494,419
"Imperial",2021,42076,799
"Imperial",2022,66715,916
"Independence",2020,2809,94
"Independence",2021,7384,172
"Independence",2022,10639,212
"Indian River",2020,6875,159
"Indian River",2021,23344,570
"Indian River",2022,33156,654
"Indiana",2020,3984,126
"Indiana",2021,12592,298
"Indiana",2022,17690,356
"Ingham",2020,12635,184
"Ingham",2021,42204,581
"Ingham",2022,66384,769
"Inyo",2020,591,20
"Inyo",2021,2766,49
"Inyo",2022,4636,56
"Ionia",2020,4848,46
"Ionia",2021,15189,148
"Ionia",2022,19843,181
"Iosco",2020,1104,46
"Iosco",2021,3801,112
"Iosco",2022,4860,145
"Iowa",2020,2887,29
"Iowa",2021,6163,59
"Iowa",2022,9135,79
"Iredell",2020,9369,101
"Iredell",2021,33546,348
"Iredell",2022,49004,466
"Irion",2020,71,0
"Irion",2021,211,2
"Irion",2022,445,3
"Iron",2020,4959,86
"Iron",2021,15051,217
"Iron",2022,21129,269
"Iroquois",2020,2323,51
"Iroquois",2021,5420,92
"Iroquois",2022,7294,118
"Irwin",2020,674,17
"Irwin",2021,1490,42
"Irwin",2022,1926,51
"Isabela",2020,958,0
"Isabela",2021,3338,0
"Isabela",2022,7653,0
"Isabella",2020,3426,42
"Isabella",2021,11410,161
"Isabella",2022,15890,211
"Isanti",2020,2636,31
"Isanti",2021,7849,97
"Isanti",2022,10263,117
"Island",2020,924,22
"Island",2021,4930,56
"Island",2022,10635,76
"Isle of Wight",2020,1536,29
"Isle of Wight",2021,5097,93
"Isle of Wight",2022,7395,119
"Issaquena",2020,152,4
"Issaquena",2021,195,7
"Issaquena",2022,262,9
"Itasca",2020,2692,39
"Itasca",2021,8500,114
"Itasca",2022,11229,146
"Itawamba",2020,2322,51
"Itawamba",2021,5150,112
"Itawamba",2022,7430,144
"Izard",2020,1334,13
"Izard",2021,2951,57
"Izard",2022,3906,70
"Jack",2020,423,9
"Jack",2021,1068,22
"Jack",2022,1523,28
"Jackson",2020,93188,1288
"Jackson",2021,259458,3832
"Jackson",2022,373696,4874
"James City",2020,1968,31
"James City",2021,8583,100
"James City",2022,15461,121
"Jasper",2020,17552,289
"Jasper",2021,45295,860
"Jasper",2022,61560,1037
"Jay",2020,1520,23
"Jay",2021,3702,62
"Jay",2022,4866,78
"Jayuya",2020,373,0
"Jayuya",2021,857,0
"Jayuya",2022,2896,0
"Jeff Davis",2020,1367,36
"Jeff Davis",2021,3241,69
"Jeff Davis",2022,4159,81
"Jefferson",2020,240913,3667
"Jefferson",2021,624054,9359
"Jefferson",2022,944201,11438
"Jefferson Davis",2020,3051,89
"Jefferson Davis",2021,6844,176
"Jefferson Davis",2022,9807,210
"Jenkins",2020,567,34
"Jenkins",2021,1215,63
"Jenkins",2022,1504,66
"Jennings",2020,1712,34
"Jennings",2021,5039,75
"Jennings",2022,6995,108
"Jerauld",2020,259,15
"Jerauld",2021,337,19
"Jerauld",2022,415,20
"Jerome",2020,2217,16
"Jerome",2021,4494,57
"Jerome",2022,6101,65
"Jersey",2020,1972,42
"Jersey",2021,4306,76
"Jersey",2022,6320,91
"Jessamine",2020,2621,46
"Jessamine",2021,9428,112
"Jessamine",2022,15289,139
"Jewell",2020,223,3
"Jewell",2021,627,11
"Jewell",2022,788,13
"Jim Hogg",2020,331,11
"Jim Hogg",2021,954,20
"Jim Hogg",2022,2648,22
"Jim Wells",2020,2850,65
"Jim Wells",2021,7436,183
"Jim Wells",2022,11411,208
"Jo Daviess",2020,1388,24
"Jo Daviess",2021,2891,35
"Jo Daviess",2022,4105,39
"Johnson",2020,85202,1069
"Johnson",2021,204954,2671
"Johnson",2022,311081,3313
"Johnston",2020,12718,122
"Johnston",2021,39001,396
"Johnston",2022,63342,506
"Jones",2020,11884,215
"Jones",2021,27749,534
"Jones",2022,38880,611
"Joplin",2020,4035,74
"Joplin",2021,9723,189
"Joplin",2022,13761,219
"Josephine",2020,1233,22
"Josephine",2021,10997,266
"Josephine",2022,16627,339
"Juab",2020,793,9
"Juab",2021,2206,20
"Juab",2022,2899,25
"Juana Diaz",2020,832,0
"Juana Diaz",2021,2773,0
"Juana Diaz",2022,7671,0
"Judith Basin",2020,77,0
"Judith Basin",2021,165,1
"Judith Basin",2022,225,1
"Juncos",2020,1394,0
"Juncos",2021,3921,0
"Juncos",2022,7321,0
"Juneau",2020,2531,10
"Juneau",2021,5569,50
"Juneau",2022,7859,68
"Juneau City and Borough",2020,1030,3
"Juneau City and Borough",2021,4448,13
"Juneau City and Borough",2022,8798,19
"Juniata",2020,1361,48
"Juniata",2021,3826,147
"Juniata",2022,4797,176
"Kalamazoo",2020,12232,240
"Kalamazoo",2021,40210,548
"Kalamazoo",2022,60792,675
"Kalawao",2020,1,0
"Kalawao",2021,1,0
"Kalawao",2022,1,0
"Kalkaska",2020,492,12
"Kalkaska",2021,2527,48
"Kalkaska",2022,3623,61
"Kanabec",2020,924,18
"Kanabec",2021,2825,45
"Kanabec",2022,3575,57
"Kanawha",2020,8766,207
"Kanawha",2021,29101,573
"Kanawha",2022,47739,724
"Kandiyohi",2020,5379,65
"Kandiyohi",2021,10530,118
"Kandiyohi",2022,13649,139
"Kane",2020,41843,606
"Kane",2021,87323,1012
"Kane",2022,133106,1194
"Kankakee",2020,10717,159
"Kankakee",2021,22538,300
"Kankakee",2022,29350,373
"Kansas City",2020,30472,354
"Kansas City",2021,76832,1000
"Kansas City",2022,114636,1310
"Karnes",2020,1275,21
"Karnes",2021,4321,58
"Karnes",2022,5968,70
"Kauai",2020,147,1
"Kauai",2021,4046,18
"Kauai",2022,12864,29
"Kaufman",2020,9306,122
"Kaufman",2021,25329,453
"Kaufman",2022,35680,536
"Kay",2020,3312,33
"Kay",2021,8465,172
"Kay",2022,12327,216
"Kearney",2020,583,4
"Kearney",2021,965,7
"Kearney",2022,1181,9
"Kearny",2020,507,9
"Kearny",2021,994,17
"Kearny",2022,1236,20
"Keith",2020,589,2
"Keith",2021,1166,12
"Keith",2022,1533,20
"Kemper",2020,666,19
"Kemper",2021,1505,42
"Kemper",2022,2187,48
"Kenai Peninsula Borough",2020,3604,15
"Kenai Peninsula Borough",2021,12176,78
"Kenai Peninsula Borough",2022,18091,101
"Kendall",2020,10218,106
"Kendall",2021,27258,238
"Kendall",2022,40801,290
"Kenedy",2020,21,2
"Kenedy",2021,61,2
"Kenedy",2022,86,2
"Kennebec",2020,1812,29
"Kennebec",2021,14514,148
"Kennebec",2022,24799,240
"Kenosha",2020,13918,226
"Kenosha",2021,31434,476
"Kenosha",2022,45275,631
"Kent",2020,63311,933
"Kent",2021,189337,2225
"Kent",2022,276357,2766
"Kenton",2020,8997,79
"Kenton",2021,30064,317
"Kenton",2022,46264,415
"Keokuk",2020,792,25
"Keokuk",2021,1636,42
"Keokuk",2022,2085,48
"Kern",2020,69484,512
"Kern",2021,162767,1918
"Kern",2022,244681,2427
"Kerr",2020,2380,36
"Kerr",2021,7358,142
"Kerr",2022,9690,182
"Kershaw",2020,3911,75
"Kershaw",2021,13317,218
"Kershaw",2022,21623,261
"Ketchikan Gateway Borough",2020,236,0
"Ketchikan Gateway Borough",2021,2348,13
"Ketchikan Gateway Borough",2022,4154,17
"Kewaunee",2020,2186,25
"Kewaunee",2021,4543,51
"Kewaunee",2022,5927,59
"Keweenaw",2020,82,2
"Keweenaw",2021,391,11
"Keweenaw",2022,523,14
"Keya Paha",2020,38,0
"Keya Paha",2021,100,0
"Keya Paha",2022,119,0
"Kidder",2020,248,8
"Kidder",2021,407,13
"Kidder",2022,510,13
"Kimball",2020,341,5
"Kimball",2021,617,9
"Kimball",2022,752,9
"Kimble",2020,205,6
"Kimble",2021,459,11
"Kimble",2022,714,15
"King",2020,62588,1052
"King",2021,200902,2164
"King",2022,410373,2774
"King George",2020,749,10
"King George",2021,3348,27
"King George",2022,5119,39
"King William",2020,464,4
"King William",2021,2491,27
"King William",2022,3767,43
"King and Queen",2020,175,2
"King and Queen",2021,755,9
"King and Queen",2022,1146,12
"Kingfisher",2020,1357,12
"Kingfisher",2021,2763,56
"Kingfisher",2022,4178,71
"Kingman",2020,564,7
"Kingman",2021,1449,24
"Kingman",2022,1967,28
"Kings",2020,16394,110
"Kings",2021,36559,387
"Kings",2022,55429,447
"Kingsbury",2020,538,13
"Kingsbury",2021,1028,20
"Kingsbury",2022,1340,22
"Kinney",2020,144,3
"Kinney",2021,529,10
"Kinney",2022,741,11
"Kiowa",2020,817,14
"Kiowa",2021,1991,56
"Kiowa",2022,2968,65
"Kit Carson",2020,438,9
"Kit Carson",2021,1277,25
"Kit Carson",2022,1621,33
"Kitsap",2020,3887,40
"Kitsap",2021,20051,264
"Kitsap",2022,41506,344
"Kittitas",2020,1688,26
"Kittitas",2021,5543,56
"Kittitas",2022,8607,66
"Kittson",2020,341,18
"Kittson",2021,856,24
"Kittson",2022,1051,27
"Klamath",2020,1911,18
"Klamath",2021,9396,169
"Klamath",2022,14285,222
"Kleberg",2020,1725,60
"Kleberg",2021,4446,133
"Kleberg",2022,7304,147
"Klickitat",2020,476,3
"Klickitat",2021,2358,34
"Klickitat",2022,3612,47
"Knott",2020,738,14
"Knott",2021,2679,47
"Knott",2022,4233,64
"Knox",2020,46921,545
"Knox",2021,125618,1760
"Knox",2022,186640,2246
"Kodiak Island Borough",2020,912,2
"Kodiak Island Borough",2021,2762,10
"Kodiak Island Borough",2022,4992,12
"Koochiching",2020,546,9
"Koochiching",2021,1996,29
"Koochiching",2022,2796,37
"Kootenai",2020,12656,116
"Kootenai",2021,32238,490
"Kootenai",2022,42145,594
"Kosciusko",2020,6903,73
"Kosciusko",2021,15858,185
"Kosciusko",2022,19862,237
"Kossuth",2020,1559,32
"Kossuth",2021,3226,80
"Kossuth",2022,3783,88
"Kusilvak Census Area",2020,767,2
"Kusilvak Census Area",2021,2438,9
"Kusilvak Census Area",2022,4084,14
"La Crosse",2020,10649,56
"La Crosse",2021,22297,139
"La Crosse",2022,35988,186
"La Paz",2020,1523,35
"La Paz",2021,3664,109
"La Paz",2022,5227,144
"La Plata",2020,2245,28
"La Plata",2021,7730,67
"La Plata",2022,13002,86
"La Salle",2020,667,14
"La Salle",2021,1457,41
"La Salle",2022,2421,48
"LaGrange",2020,2063,57
"LaGrange",2021,4705,95
"LaGrange",2022,5871,102
"LaMoure",2020,475,16
"LaMoure",2021,779,18
"LaMoure",2022,1015,20
"LaPorte",2020,7658,140
"LaPorte",2021,19369,286
"LaPorte",2022,25905,367
"LaSalle",2020,9512,253
"LaSalle",2021,21971,422
"LaSalle",2022,34009,503
"Labette",2020,1993,15
"Labette",2021,4390,66
"Labette",2022,6636,74
"Lac qui Parle",2020,603,14
"Lac qui Parle",2021,1341,26
"Lac qui Parle",2022,1764,29
"Lackawanna",2020,8982,269
"Lackawanna",2021,30022,599
"Lackawanna",2022,45137,776
"Laclede",2020,2515,46
"Laclede",2021,6050,153
"Laclede",2022,8096,176
"Lafayette",2020,26250,344
"Lafayette",2021,62998,746
"Lafayette",2022,93878,931
"Lafourche",2020,6250,162
"Lafourche",2021,19232,321
"Lafourche",2022,27889,372
"Lajas",2020,327,0
"Lajas",2021,1164,0
"Lajas",2022,3359,0
"Lake",2020,124145,1966
"Lake",2021,307835,4769
"Lake",2022,434840,5942
"Lake of the Woods",2020,152,1
"Lake of the Woods",2021,566,5
"Lake of the Woods",2022,779,6
"Lamar",2020,10537,206
"Lamar",2021,26810,521
"Lamar",2022,38550,594
"Lamb",2020,1658,68
"Lamb",2021,3150,99
"Lamb",2022,4356,122
"Lamoille",2020,230,1
"Lamoille",2021,2150,11
"Lamoille",2022,3964,17
"Lampasas",2020,752,15
"Lampasas",2021,3685,71
"Lampasas",2022,5556,90
"Lancaster",2020,56575,980
"Lancaster",2021,162179,2181
"Lancaster",2022,228396,2642
"Lander",2020,388,7
"Lander",2021,882,16
"Lander",2022,1181,21
"Lane",2020,7143,98
"Lane",2021,32497,393
"Lane",2022,60149,553
"Langlade",2020,1933,40
"Langlade",2021,3869,66
"Langlade",2022,5295,92
"Lanier",2020,532,10
"Lanier",2021,1559,17
"Lanier",2022,2277,25
